date,kw/hr,Daily Consumption,KVA/Hr,MD KVA,Cummulative Consumption
08/02/19,7200.61,4176,7240.42,950.4,33528
08/03/19,7208.31,9240,7248.13,950.4,42768
08/04/19,7212.41,4920,7252.24,950.4,47688
08/05/19,7215.5,3588,7255.34,950.4,51396
08/06/19,7222.42,7884,7262.27,950.4,59700
08/07/19,7229.58,8592,7269.45,950.4,68292
08/08/19,7236.14,7380,7276.01,950.4,76164
08/09/19,7243.5,8448,7283.39,950.4,84996
08/10/19,7248.19,5256,7288.09,950.4,90624
08/11/19,7252.11,4476,7292.01,950.4,95328
08/12/19,7254.73,3144,7294.64,950.4,98472
08/13/19,7257.62,3468,7297.55,950.4,101940
08/14/19,7263.98,7632,7303.93,950.4,109572
08/15/19,7270.4,7704,7310.35,950.4,117276
08/16/19,7273.02,3144,7312.99,950.4,120420
08/17/19,7279.51,7788,7319.49,950.4,128208
08/18/19,7283.21,4440,7323.21,950.4,132648
08/19/19,7286.1,3300,7326.11,950.4,136116
08/20/19,7293.55,8988,7333.56,950.4,145056
08/21/19,7300.7,8124,7340.73,950.4,153636
08/22/19,7307.59,7884,7347.63,950.4,161904
08/23/19,7315.12,8568,7355.17,950.4,170940
08/24/19,7318.42,3780,7358.52,950.4,174900
08/25/19,7323.76,6408,7363.86,950.4,181308
08/26/19,7326.63,3444,7366.74,950.4,184752
08/27/19,7333.61,8376,7373.73,950.4,193128
08/28/19,7340.73,8544,7380.86,950.4,201672
08/28/19,7342.93,2640,7383.06,950.4,204312
08/29/19,7347.19,5112,7387.35,825.6,5112
08/30/19,7353.36,7404,7393.53,825.6,12516
08/31/19,7360.21,8220,7400.39,825.6,20736
09/01/19,7365.29,6096,7405.52,825.6,26832
09/02/19,7368.26,3420,7408.5,825.6,30396
09/03/19,7371.53,3780,7411.78,825.6,34320
09/04/19,7378.19,7668,7418.45,825.6,42312
09/05/19,7385.55,8280,7425.82,825.6,51144
09/06/19,7388.33,2712,7428.6,825.6,54480
09/07/19,7394.75,7176,7435.04,825.6,62184
09/08/19,7398.16,3840,7438.53,825.6,66288
09/09/19,7400.89,3264,7441.26,870,69552
09/10/19,7407.34,7740,7447.73,870,77292
09/11/19,7414.01,8004,7454.42,870,85296
09/12/19,7417.26,3900,7457.69,870,89196
09/13/19,7423.89,7956,7464.36,870,97152
09/14/19,7430.68,8148,7471.16,883.2,105300
09/15/19,7436.56,7056,7477.1,883.2,112356
09/16/19,7439.45,3468,7480,883.2,115824
09/17/19,7447.07,9144,7487.64,883.2,124968
09/18/19,7454.57,8664,7495.14,883.2,133968
09/19/19,7462.17,8724,7502.76,933.6,143064
09/20/19,7470.51,9624,7511.1,933.6,152688
09/21/19,7478.22,8964,7518.83,933.6,162348
09/22/19,7482.62,5028,7523.21,933.6,167604
09/23/19,7485.9,3960,7526.53,933.6,171564
09/24/19,7493.84,9516,7534.49,933.6,181080
09/25/19,7502.69,10632,7543.36,1014,191712
09/26/19,7511.31,10344,7551.99,1014,202056
09/27/19,7519.12,9372,7559.82,1014,211428
09/28/19,7524.74,6420,7565.46,1014,217848
09/28/19,7527.13,3192,7567.27,1014,221040
09/29/19,7531.89,5712,7572.64,721.2,5712
09/30/19,7535.71,4500,7576.52,721.2,10368
10/01/19,7543.48,8844,7584.25,934.8,19620
10/02/19,7550.79,8412,7591.57,934.8,28392
10/03/19,7553.78,3540,7594.57,934.8,31980
10/04/19,7557.02,2928,7597.81,934.8,35868
10/05/19,7562.7,6348,7603.51,934.8,42684
10/06/19,7565.83,3684,7606.51,934.8,46440
10/07/19,7568.32,2988,7609.15,934.8,49428
10/08/19,7570.37,2460,7611.21,934.8,51888
10/09/19,7572.8,2916,7613.66,934.8,54804
10/10/19,7580.75,9540,7621.62,934.8,64344
10/11/19,7588.9,9780,7629.78,939.6,74124
10/12/19,7597.25,10020,7368.15,939.6,84144
10/13/19,7604.54,8748,7645.46,939.6,92892
10/14/19,7607.83,3888,7648.76,939.6,96840
10/15/19,7614.73,7680,7655.68,939.6,104916
10/16/19,7622.66,8940,7663.63,968.4,114636
10/17/19,7630.52,8868,7671.5,968.4,124224
10/18/19,7637.78,8136,7678.77,968.4,132780
10/19/19,7644.72,7824,7685.84,968.4,141264
10/20/19,7650.19,6228,7691.2,968.4,147672
10/21/19,7653.21,3624,7694.22,968.4,151296
10/22/19,7657.62,5292,7698.65,968.4,156588
10/23/19,7664.8,8616,7705.84,968.4,165204
10/24/19,7671.3,7800,7712.34,968.4,173004
10/25/19,7678.45,8640,7719.52,968.4,181644
10/26/19,7683.21,5652,7724.28,968.4,187296
10/27/19,7685.93,3264,7727.02,968.4,190560
10/28/19,7688.63,3240,7729.72,968.4,193800
10/28/19,7689.01,456,7730.1,968.4,194256
10/29/19,7691.26,2700,7732.37,358.8,2700
10/30/19,7697.17,7092,7738.25,686.4,9792
10/31/19,7703.08,6768,7744.21,686.4,16884
11/01/19,7708.42,6096,7749.56,686.4,23292
11/02/19,7713.34,5604,7754.5,686.4,29196
11/03/19,7718.44,5784,7759.61,686.4,35316
11/04/19,7721.3,3334,7762.48,686.4,38748
11/05/19,7727.36,7056,7768.59,686.4,46020
11/06/19,7733.3,6732,7774.58,697.2,53148
11/07/19,7739.62,7212,7780.9,697.2,60732
11/08/19,7742.51,3132,7783.8,697.2,64200
11/09/19,7748.43,7104,7789.73,753.6,71304
11/10/19,7753.91,6180,7795.22,753.6,77830
11/11/19,7756.67,3312,7797.99,753.6,81192
11/12/19,7763.29,7944,7804.63,753.6,89136
11/13/19,7769.6,7572,7810.95,540,96708
11/14/19,7775.72,7344,7817.07,706.8,104052
11/15/19,7780.72,6000,7822.07,706.8,110052
11/16/19,7786.88,7392,7828.25,706.8,117444
11/17/19,7791.33,5340,7832.71,706.8,122784
11/18/19,7794.35,3480,7835.75,706.8,126408
11/19/19,7800.68,7224,7842.03,706.8,133932
11/20/19,7804.54,4392,7845.99,706.8,138636
11/21/19,7810.87,7248,7852.35,706.8,153588
11/22/19,7817,7032,7858.49,706.8,161964
11/23/19,7823.98,3040,7865.49,820.8,169212
11/24/19,7830.02,6948,7871.54,820.8,172848
11/25/19,7833.05,3636,7874.58,820.8,180636
11/26/19,7839.54,7788,7881.08,820.8,187632
11/27/19,7845.37,6996,7886.92,820.8,195816
11/28/19,7852.19,8184,7893.75,820.8,204156
11/29/19,7859.14,8340,7900.7,820.8,204156
11/30/19,7866.24,8520,7907.81,820.8,212676
12/01/19,7870.53,5148,7912.11,820.8,217824
12/02/19,7874.37,4608,7915.96,200.4,4608
12/03/19,7880.4,6624,7922,720,11844
12/04/19,7887.19,7692,7928.8,720,19992
12/05/19,7893.61,7368,7935.24,720,27696
12/06/19,7895.93,2784,7937.56,720,30480
12/07/19,7901.98,7260,7942.62,720,37740
12/08/19,7905.65,4404,7947.32,720,42144
12/09/19,7908.42,3324,7950.1,720,45468
12/10/19,7914.63,7452,7956.34,744,52920
12/11/19,7920.49,7032,7962.22,744,59952
12/12/19,7927,7812,7968.74,787,67764
12/13/19,7933.67,8004,7975.41,787.2,75768
12/14/19,7940.15,7776,7981.91,808.8,83544
12/15/19,7946.21,7272,7987.98,808.8,90816
12/16/19,7949.01,3360,7990.79,808.8,94176
12/17/19,7954.99,7176,7996.78,808.8,101352
12/18/19,7961.77,8136,8003.57,808.8,109488
12/19/19,7968.21,7728,8010.62,808.8,117216
12/20/19,7974.72,7812,8016.54,808.8,125028
12/21/19,7980.49,6264,8022.3,808.8,131928
12/22/19,7983.94,4164,8025.79,808.8,136092
12/23/19,7986.39,2940,8028.24,808.8,139032
12/24/19,7990.69,5160,8032.55,808.8,144192
12/25/19,7994.01,3984,8035.89,808.8,148176
12/26/19,7997.32,3972,8039.22,808.8,152148
12/27/19,8001,4416,8042.9,808.8,156564
12/28/19,8004.84,4608,8046.76,808.8,161172
12/29/19,8008.28,4126,8050.2,808.8,165300
12/30/19,8010.94,3192,8052.88,808.8,168492
12/31/19,8013.88,3588,8055.84,808.8,172020
